416074,2016-08-07 12:26:39,50
416079,2016-08-07 12:36:39,5
416079,2016-08-07 12:46:40,0
416099,2016-08-07 12:56:40,20
416131,2016-08-07 13:06:40,32
416175,2016-08-07 13:16:41,44
416253,2016-08-07 13:26:41,78
416312,2016-08-07 13:36:41,59
416333,2016-08-07 13:46:42,21
416394,2016-08-07 13:56:42,61
416402,2016-08-07 14:06:42,8
416416,2016-08-07 14:16:43,14
416439,2016-08-07 14:26:43,23
416442,2016-08-07 14:36:43,3
416502,2016-08-07 14:46:44,60
416534,2016-08-07 14:56:44,32
416588,2016-08-07 15:06:44,54
416597,2016-08-07 15:16:45,9
416632,2016-08-07 15:26:45,35
416686,2016-08-07 15:36:45,54
416718,2016-08-07 15:46:45,32
416749,2016-08-07 15:56:46,31
416781,2016-08-07 16:06:46,32
416795,2016-08-07 16:16:46,14
416849,2016-08-07 16:26:47,54
416873,2016-08-07 16:36:47,24
416894,2016-08-07 16:46:47,21
416904,2016-08-07 16:56:48,10
416926,2016-08-07 17:06:48,22
416945,2016-08-07 17:16:48,19
416982,2016-08-07 17:26:48,37
416999,2016-08-07 17:36:49,17
417059,2016-08-07 17:46:49,60
417122,2016-08-07 17:56:49,63
417215,2016-08-07 18:06:50,93
417318,2016-08-07 18:16:50,103
417359,2016-08-07 18:26:50,41
417412,2016-08-07 18:36:51,53
417436,2016-08-07 18:46:51,24
417491,2016-08-07 18:56:51,55
417530,2016-08-07 19:06:52,39
417558,2016-08-07 19:16:52,28
417586,2016-08-07 19:26:52,28
417611,2016-08-07 19:36:52,25
417687,2016-08-07 19:46:53,76
417735,2016-08-07 19:56:53,48
417768,2016-08-07 20:06:53,33
417810,2016-08-07 20:16:54,42
417850,2016-08-07 20:26:54,40
417921,2016-08-07 20:36:54,71
417986,2016-08-07 20:46:55,65
418000,2016-08-07 20:56:55,14
418057,2016-08-07 21:06:55,57
418122,2016-08-07 21:16:56,65
418126,2016-08-07 21:26:56,4
418189,2016-08-07 21:36:56,63
418230,2016-08-07 21:46:57,41
418237,2016-08-07 21:56:57,7
418260,2016-08-07 22:06:57,23
418293,2016-08-07 22:16:58,33
418314,2016-08-07 22:26:58,21
418355,2016-08-07 22:36:58,41
418373,2016-08-07 22:46:58,18
418428,2016-08-07 22:56:59,55
418489,2016-08-07 23:06:59,61
418528,2016-08-07 23:16:59,39
418588,2016-08-07 23:27:00,60
418669,2016-08-07 23:37:00,81
418738,2016-08-07 23:47:00,69
418779,2016-08-07 23:57:01,41
418840,2016-08-08 00:07:01,61
418854,2016-08-08 00:17:01,14
418865,2016-08-08 00:27:02,11
418880,2016-08-08 00:37:02,15
418933,2016-08-08 00:47:02,53
418973,2016-08-08 00:57:03,40
419026,2016-08-08 01:07:03,53
419044,2016-08-08 01:17:03,18
419103,2016-08-08 01:27:03,59
419128,2016-08-08 01:37:04,25
419189,2016-08-08 01:47:04,61
419243,2016-08-08 01:57:04,54
419283,2016-08-08 02:07:05,40
419337,2016-08-08 02:17:05,54
419362,2016-08-08 02:27:05,25
419387,2016-08-08 02:37:06,25
419460,2016-08-08 02:47:06,73
419494,2016-08-08 02:57:06,34
419511,2016-08-08 03:07:06,17
419568,2016-08-08 03:17:07,57
419629,2016-08-08 03:27:07,61
419665,2016-08-08 03:37:07,36
419690,2016-08-08 03:47:08,25
419738,2016-08-08 03:57:08,48
419769,2016-08-08 04:07:08,31
419836,2016-08-08 04:17:09,67
419858,2016-08-08 04:27:09,22
419894,2016-08-08 04:37:09,36
419940,2016-08-08 04:47:09,46
419992,2016-08-08 04:57:10,52
420015,2016-08-08 05:07:10,23
420053,2016-08-08 05:17:10,38
420054,2016-08-08 05:27:11,1
420056,2016-08-08 05:37:11,2
420058,2016-08-08 05:47:11,2
420058,2016-08-08 05:57:12,0
420058,2016-08-08 06:07:12,0
420062,2016-08-08 06:17:12,4
420063,2016-08-08 06:27:13,1
420065,2016-08-08 06:37:15,2
420105,2016-08-08 06:47:16,40
420127,2016-08-08 06:57:16,22
420186,2016-08-08 07:07:17,59
420260,2016-08-08 07:17:17,74
420304,2016-08-08 07:27:20,44
420347,2016-08-08 07:37:20,43
420365,2016-08-08 07:47:21,18
420432,2016-08-08 07:57:21,67
420465,2016-08-08 08:07:21,33
420503,2016-08-08 08:17:21,38
420558,2016-08-08 08:27:22,55
420622,2016-08-08 08:37:22,64
420691,2016-08-08 08:47:22,69
420715,2016-08-08 08:57:23,24
420740,2016-08-08 09:07:23,25
420749,2016-08-08 09:17:23,9
420765,2016-08-08 09:27:24,16
420809,2016-08-08 09:37:24,44
420816,2016-08-08 09:47:24,7
420838,2016-08-08 09:57:24,22
420866,2016-08-08 10:07:25,28
420901,2016-08-08 10:17:25,35
420931,2016-08-08 10:27:25,30
420932,2016-08-08 10:37:26,1
420941,2016-08-08 10:47:26,9
420942,2016-08-08 10:57:26,1
420976,2016-08-08 11:07:27,34
420981,2016-08-08 11:17:27,5
421012,2016-08-08 11:27:27,31
421031,2016-08-08 11:37:27,19
421036,2016-08-08 11:47:28,5
421051,2016-08-08 11:57:28,15
421056,2016-08-08 12:07:28,5
421094,2016-08-08 12:17:29,38
421131,2016-08-08 12:27:29,37
421173,2016-08-08 12:37:29,42
421229,2016-08-08 12:47:30,56
421320,2016-08-08 12:57:30,91
421328,2016-08-08 13:07:30,8
421365,2016-08-08 13:17:31,37
421439,2016-08-08 13:27:31,74
421453,2016-08-08 13:37:31,14
421495,2016-08-08 13:47:32,42
421529,2016-08-08 13:57:32,34
421535,2016-08-08 14:07:32,6
421545,2016-08-08 14:17:33,10
421578,2016-08-08 14:27:33,33
421594,2016-08-08 14:37:33,16
421631,2016-08-08 14:47:34,37
421652,2016-08-08 14:57:34,21
421695,2016-08-08 15:07:34,43
421745,2016-08-08 15:17:35,50
421843,2016-08-08 15:27:35,98
421882,2016-08-08 15:37:35,39
421923,2016-08-08 15:47:36,41
421945,2016-08-08 15:57:36,22
421972,2016-08-08 16:07:36,27
421998,2016-08-08 16:17:37,26
422066,2016-08-08 16:27:37,68
422084,2016-08-08 16:37:37,18
422099,2016-08-08 16:47:38,15
422159,2016-08-08 16:57:38,60
422159,2016-08-08 17:07:38,0
422203,2016-08-08 17:17:38,44
422235,2016-08-08 17:27:39,32
422279,2016-08-08 17:37:39,44
422314,2016-08-08 17:47:39,35
422370,2016-08-08 17:57:40,56
422393,2016-08-08 18:07:40,23
422441,2016-08-08 18:17:40,48
422484,2016-08-08 18:27:41,43
422506,2016-08-08 18:37:41,22
422531,2016-08-08 18:47:41,25
422565,2016-08-08 18:57:42,34
422627,2016-08-08 19:27:43,25
422660,2016-08-08 19:37:43,33
